"CAINC1 Personal Income Summary: Personal Income, Population, Per Capita Personal Income"
"" 
"Bureau of Economic Analysis" 
"Metropolitan Statistical Area"
"GeoFips","GeoName","LineCode","Description","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999"
"25260","Hanford-Corcoran, CA (Metropolitan Statistical Area)","2","Population (persons) 1/",74265,76229,78213,81138,83004,85205,86372,88032,94510,99850,101885,104334,107414,109161,111565,113840,115411,116769,121457,126402
"25260","Hanford-Corcoran, CA (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",11404,10869,11406,10586,12041,11812,11665,13152,13161,13843,13678,14338,15177,15753,15977,15834,16719,16896,16549,16956
"25420","Harrisburg-Carlisle, PA (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",4473051,4961310,5432382,5795021,6339855,6807984,7316877,7794042,8438709,9279115,9905094,10438253,11022202,11464584,11938573,12490168,13192157,13845272,14572029,15121635
"25420","Harrisburg-Carlisle, PA (Metropolitan Statistical Area)","2","Population (persons) 1/",448717,452040,450941,453087,455244,456461,459787,462555,466243,470638,475860,481975,486480,491859,496159,498803,501990,503624,506506,508176
"25420","Harrisburg-Carlisle, PA (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",9969,10975,12047,12790,13926,14915,15914,16850,18099,19716,20815,21657,22657,23309,24062,25040,26280,27491,28770,29757
"25500","Harrisonburg, VA (Metropolitan Statistical Area) *","1","Personal income (thousands of dollars)",589540,652992,707705,767527,878856,950585,1070477,1122254,1252258,1380963,1445744,1515686,1642250,1744362,1836663,1908047,1985399,2094973,2240481,2344040
"25500","Harrisonburg, VA (Metropolitan Statistical Area) *","2","Population (persons) 1/",77093,78483,79086,79575,79725,80416,81428,82868,84927,86545,88857,90921,93087,95333,97631,100011,102652,104218,105512,107311
"25500","Harrisonburg, VA (Metropolitan Statistical Area) *","3","Per capita personal income (dollars) 2/",7647,8320,8949,9645,11024,11821,13146,13543,14745,15957,16270,16670,17642,18298,18812,19078,19341,20102,21234,21843
"25540","Hartford-East Hartford-Middletown, CT (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",12564493,13960708,15089526,16156298,17990270,19348449,21041995,23023590,25234539,27418784,28313207,28578741,29840621,30699193,31403791,32409889,33649580,35686266,38108421,40055552
"25540","Hartford-East Hartford-Middletown, CT (Metropolitan Statistical Area)","2","Population (persons) 1/",1053458,1058562,1060120,1068101,1074268,1081595,1092348,1106430,1121183,1123307,1125047,1127479,1125083,1125634,1125949,1124531,1126396,1128992,1134353,1141318
"25540","Hartford-East Hartford-Middletown, CT (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",11927,13188,14234,15126,16747,17889,19263,20809,22507,24409,25166,25347,26523,27273,27891,28821,29874,31609,33595,35096
"25620","Hattiesburg, MS (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",818242,916878,969698,1044547,1128822,1182647,1240022,1314424,1400300,1540782,1630101,1698391,1833684,1956587,2116030,2278834,2417256,2594489,2733245,2844748
"25620","Hattiesburg, MS (Metropolitan Statistical Area)","2","Population (persons) 1/",116240,118481,120340,122962,123842,123994,124783,124828,124783,125825,126171,127154,127993,129550,131356,133991,136289,138032,140118,141723
"25620","Hattiesburg, MS (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",7039,7739,8058,8495,9115,9538,9937,10530,11222,12245,12920,13357,14326,15103,16109,17007,17736,18796,19507,20073
"25860","Hickory-Lenoir-Morganton, NC (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",2158080,2430415,2574701,2852208,3196501,3388460,3686292,3980000,4359547,4742121,4965260,5122563,5557612,5911871,6295271,6615773,6986474,7436275,7934285,8330178
"25860","Hickory-Lenoir-Morganton, NC (Metropolitan Statistical Area)","2","Population (persons) 1/",271068,272705,274966,275660,278940,282830,284074,286235,289487,291125,293489,297026,300989,305812,310993,316556,321905,327516,332861,337955
"25860","Hickory-Lenoir-Morganton, NC (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",7961,8912,9364,10347,11459,11981,12977,13905,15060,16289,16918,17246,18465,19332,20242,20899,21704,22705,23837,24649
"25940","Hilton Head Island-Bluffton, SC (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",795986,957453,1013318,1068526,1233893,1353277,1475579,1560551,1676998,1838580,2031884,2119190,2336051,2494089,2743540,2944891,3238165,3576440,3936754,4209989
"25940","Hilton Head Island-Bluffton, SC (Metropolitan Statistical Area)","2","Population (persons) 1/",80532,82926,85527,87375,90263,92077,94192,96218,98423,100147,102754,105964,109469,113587,117989,122214,127083,131994,136035,138422
"25940","Hilton Head Island-Bluffton, SC (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",9884,11546,11848,12229,13670,14697,15666,16219,17039,18359,19774,19999,21340,21958,23253,24096,25481,27095,28939,30414
"25980","Hinesville, GA (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",356727,398316,449527,454769,488877,528780,558583,593298,616917,658073,661699,722835,864430,907488,954332,1026812,1080060,1122243,1166233,1238864
"25980","Hinesville, GA (Metropolitan Statistical Area)","2","Population (persons) 1/",42989,46444,48561,47647,50034,51268,51890,54228,55780,57578,59247,60158,65072,64792,67809,68468,69766,71477,71035,72095
"25980","Hinesville, GA (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",8298,8576,9257,9545,9771,10314,10765,10941,11060,11429,11168,12016,13284,14006,14074,14997,15481,15701,16418,17184
"26140","Homosassa Springs, FL (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",395705,485018,546771,618839,759551,891898,964889,1062137,1175099,1332866,1429401,1513828,1609740,1698253,1818061,1899323,2019182,2177620,2322685,2480473
"26140","Homosassa Springs, FL (Metropolitan Statistical Area)","2","Population (persons) 1/",55719,59678,62938,66850,71051,74724,79104,83112,86021,89607,94645,97569,100210,101978,104429,107581,109954,111972,114344,116634
"26140","Homosassa Springs, FL (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",7102,8127,8687,9257,10690,11936,12198,12780,13661,14875,15103,15515,16064,16653,17410,17655,18364,19448,20313,21267
"26300","Hot Springs, AR (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",603823,681007,732189,765712,837059,891564,937601,974954,1028191,1137699,1202719,1271051,1383018,1488981,1577635,1680736,1765555,1863919,1973158,2006364
"26300","Hot Springs, AR (Metropolitan Statistical Area)","2","Population (persons) 1/",70545,70445,70534,71455,72172,72209,72487,73244,72821,73195,73563,74844,76553,78568,80673,82015,83615,85021,86172,87177
"26300","Hot Springs, AR (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",8559,9667,10381,10716,11598,12347,12935,13311,14119,15543,16350,16983,18066,18951,19556,20493,21115,21923,22898,23015
"26380","Houma-Thibodaux, LA (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",1686588,1982295,2100905,2026473,2112315,2161592,2043388,1982983,2106898,2245153,2449660,2591535,2708122,2859910,3063879,3209393,3436755,3819586,4047202,3992141
"26380","Houma-Thibodaux, LA (Metropolitan Statistical Area)","2","Population (persons) 1/",178317,183763,188371,189850,189525,189669,188665,184936,183916,183230,182852,184458,185561,186083,187077,187973,189283,191339,193664,194569
"26380","Houma-Thibodaux, LA (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",9458,10787,11153,10674,11145,11397,10831,10723,11456,12253,13397,14049,14594,15369,16378,17074,18157,19962,20898,20518
"26420","Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",38342568,45604291,50603018,51615508,54984610,57793830,57624679,58410772,63013300,68672225,75811049,80189049,86984024,91238366,95209292,102555928,111691346,123473024,135582820,142252654
"26420","Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)","2","Population (persons) 1/",3172859,3309381,3504930,3605388,3622633,3628588,3668133,3626052,3615294,3670089,3775620,3884885,3989770,4075564,4153355,4227574,4314589,4407210,4513913,4622857
"26420","Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",12085,13780,14438,14316,15178,15927,15710,16109,17430,18711,20079,20641,21802,22387,22923,24259,25887,28016,30037,30772
"26580","Huntington-Ashland, WV-KY-OH (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",3062143,3324984,3469219,3571956,3852019,4052558,4164304,4339640,4610979,4931565,5258382,5492310,5955799,6163710,6409568,6617705,6880172,7255943,7516698,7690386
"26580","Huntington-Ashland, WV-KY-OH (Metropolitan Statistical Area)","2","Population (persons) 1/",374638,374204,372325,373461,370813,367777,363025,360272,357514,356066,355563,358201,360389,363756,365475,366691,367286,367728,367621,367182
"26580","Huntington-Ashland, WV-KY-OH (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",8174,8885,9318,9564,10388,11019,11471,12045,12897,13850,14789,15333,16526,16945,17538,18047,18732,19732,20447,20944
"26620","Huntsville, AL (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",2232060,2507130,2743765,3024815,3462975,3844542,4172807,4552696,4987694,5414253,5788609,6154316,6694265,6873823,7106675,7446835,7759869,8269832,8851358,9069034
"26620","Huntsville, AL (Metropolitan Statistical Area)","2","Population (persons) 1/",243620,245771,249166,253867,258407,264588,270237,276697,283769,289588,294353,302052,311170,320998,325620,325571,327532,330281,336527,339572
"26620","Huntsville, AL (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",9162,10201,11012,11915,13401,14530,15441,16454,17577,18696,19666,20375,21513,21414,21825,22873,23692,25039,26302,26707
"26820","Idaho Falls, ID (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",748365,819037,861468,934549,1013489,1104973,1148805,1206166,1284775,1411362,1526182,1594702,1730733,1832141,1897700,1977785,2036575,2124714,2256049,2382263
"26820","Idaho Falls, ID (Metropolitan Statistical Area)","2","Population (persons) 1/",84969,86247,85951,86820,87700,88130,88724,89885,90313,90651,92109,94772,97397,98961,100332,100789,100809,101505,102425,103450
"26820","Idaho Falls, ID (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",8808,9496,10023,10764,11556,12538,12948,13419,14226,15569,16569,16827,17770,18514,18914,19623,20202,20932,22026,23028
"26900","Indianapolis-Carmel-Anderson, IN (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",13863701,15190610,15720656,16745780,18595927,19978591,21288267,22729803,24601442,26893524,28818108,30124193,32604860,34567038,36964595,38684993,40957147,43291995,47658879,50169928
"26900","Indianapolis-Carmel-Anderson, IN (Metropolitan Statistical Area)","2","Population (persons) 1/",1348738,1350644,1351396,1352538,1360966,1367229,1375291,1388481,1398243,1411888,1431307,1457442,1481005,1505485,1529405,1551504,1573626,1594815,1615438,1639509
"26900","Indianapolis-Carmel-Anderson, IN (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",10279,11247,11633,12381,13664,14612,15479,16370,17595,19048,20134,20669,22015,22961,24169,24934,26027,27145,29502,30601
"26980","Iowa City, IA (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",1025778,1171524,1252508,1329515,1483287,1546071,1625031,1712764,1812251,2039035,2156494,2262137,2422145,2544162,2760047,2884690,3089305,3261362,3463117,3671750
"26980","Iowa City, IA (Metropolitan Statistical Area)","2","Population (persons) 1/",102308,103873,104697,105874,107132,108304,109024,110013,112201,113962,116212,117311,119436,121037,123084,124733,125704,127050,128325,130392
"26980","Iowa City, IA (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",10026,11278,11963,12558,13845,14275,14905,15569,16152,17892,18557,19283,20280,21020,22424,23127,24576,25670,26987,28159
"27060","Ithaca, NY (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",652170,754540,840569,950308,1062926,1137413,1217340,1296586,1389244,1556344,1618413,1662267,1744481,1775998,1844869,1928260,1954698,2022092,2105665,2241314
"27060","Ithaca, NY (Metropolitan Statistical Area)","2","Population (persons) 1/",87331,88150,88458,88828,89080,89791,89687,90264,91888,93262,94241,95283,95685,96122,96409,96870,96298,96216,96036,96656
"27060","Ithaca, NY (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",7468,8560,9502,10698,11932,12667,13573,14364,15119,16688,17173,17446,18231,18476,19136,19906,20298,21016,21926,23189
"27100","Jackson, MI (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",1436360,1549914,1589960,1650938,1764489,1843509,1944221,2087854,2196361,2380392,2456766,2508078,2652804,2801739,2976825,3155630,3296485,3468826,3603151,3848562
"27100","Jackson, MI (Metropolitan Statistical Area)","2","Population (persons) 1/",151554,151459,150195,147930,145374,144602,145355,147758,148357,148816,150128,151039,151465,152445,152288,153313,154289,155331,155991,157085
"27100","Jackson, MI (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",9478,10233,10586,11160,12138,12749,13376,14130,14805,15996,16364,16605,17514,18379,19547,20583,21366,22332,23098,24500
"27140","Jackson, MS (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",3842442,4280409,4510701,4778935,5255076,5527991,5786381,6155184,6591928,7224157,7592521,7999891,8576140,9113817,9860353,10576266,11206415,11920125,12660778,13041336
"27140","Jackson, MS (Metropolitan Statistical Area)","2","Population (persons) 1/",463566,467583,471062,475352,480048,487729,490055,491476,490609,491697,495183,498888,503746,507981,513948,519525,526742,532588,539345,543159
"27140","Jackson, MS (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",8289,9154,9576,10053,10947,11334,11808,12524,13436,14692,15333,16035,17025,17941,19186,20358,21275,22382,23474,24010
"27180","Jackson, TN (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",1080875,1193464,1260405,1358906,1552714,1621368,1715228,1856866,2004090,2136476,2277123,2388914,2653582,2773357,3017800,3186274,3346424,3556935,3817009,3945060
"27180","Jackson, TN (Metropolitan Statistical Area)","2","Population (persons) 1/",151801,151980,151536,150448,151124,151937,151419,150834,150511,150460,150984,152576,154503,156701,158657,161265,163253,165185,167199,169023
"27180","Jackson, TN (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",7120,7853,8318,9032,10274,10671,11328,12311,13315,14200,15082,15657,17175,17698,19021,19758,20498,21533,22829,23340
"27260","Jacksonville, FL (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",7255473,8275617,9061807,9888233,11143991,12241386,13305113,14366224,15543633,17005492,18327614,19025780,20155442,21337411,22511450,24212435,26014364,27676463,30050805,31329824
"27260","Jacksonville, FL (Metropolitan Statistical Area)","2","Population (persons) 1/",741394,755420,768427,783354,804178,827746,853211,874757,896417,904284,932169,955572,977699,990520,1004478,1020631,1052363,1077069,1094889,1109951
